Respondent ID,Please select your gender ,Kindly select your age group,Please select your local business unit,"Overall, how do you rate the state of your mental well-being?",Please reflect on the mental wellness related issues listed below and select all the areas you would like us to address in our regular sessions.,Mental wellness issues requested to address - Emotional intelligence,Mental wellness issues requested to address - Financial constraints,Mental wellness issues requested to address - Trauma,Mental wellness issues requested to address - Work Life Balance,Mental wellness issues requested to address - Substance and Drug Dependence,Mental wellness issues requested to address - Bereavement and Loss,Mental wellness issues requested to address - Relationship Difficulties,Mental wellness issues requested to address - Unresolved Childhood Difficulties,Mental wellness issues requested to address - Anxiety and Depression,Mental wellness issues requested to address - Other (please specify),What challenges are you currently facing?  ,Current challenges facing employees - Fear of the unknown,Current challenges facing employees - Anxiety,Current challenges facing employees - Feeling overwhelmed and isolated,Current challenges facing employees - Fear of contracting Covid-19,Current challenges facing employees - Financial issues,Current challenges facing employees - Relationship issues,Current challenges facing employees - Fear of losing my job,Current challenges facing employees - Parenting,Current challenges facing employees - Other (please specify),"Over the last month, have you had difficulty sleeping?",Do you have trouble thinking clearly?,Do you cry more than usual?,Do you find it difficult to enjoy your daily activities?,Do you find it difficult to make decisions?,Are you unable to play a useful part in life?,Have you lost interest in things you previously enjoyed doing?,"To what extent do you agree with the following statement ""I feel I have nothing to look forward to""",Has the thought of ending your life been on your mind?,Do you feel tired all the time?,On what areas would you require support on?,Would you like us to connect you and/or your dependents with our professional counselors for support?  
118020304537.0,Male,25-34,PLAZ,Fair,Work/job related stressors,,Financial constraints,,,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Yes,Neutral,Yes,Yes,Emotional and Financial ,Yes
118020304379.0,Female,25-34,PLAZ,Fair,Work/job related stressors,,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,,,,,,,,Financial issues,Relationship issues,Fear of losing my job,Parenting,,Yes,No,No,Sometimes,No,Sometimes,No,Neutral,No,Sometimes,"Single Parenting, Financial constraints",Yes
118020301001.0,Female,25-34,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,,,,Relationship issues,,,,Yes,No,No,No,No,No,No,Strongly disagree,No,Sometimes,Mental wellness regarding work life balance,No
118020296195.0,Female,25-34,PLAK,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,,,,,,No,No,Yes,Sometimes,No,Sometimes,Yes,Neutral,No,Yes,Anxiety and depression,No
118020290971.0,Female,35-44,PLAK,Good,Work/job related stressors,,,Trauma,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,,,,,,,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Sometimes,,No
118020289207.0,Male,45-54,PASL,Good,,Emotional intelligence,,,Work Life Balance,,Bereavement and Loss,,,Anxiety and Depression,,,Fear of the unknown,,,,,,,Parenting,,,No,No,No,Sometimes,No,No,Disagree,No,No,,Yes
118020289305.0,Female,35-44,PLAZ,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,,,Anxiety,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,Fear of losing my job,,,Yes,Yes,Yes,Sometimes,Sometimes,Yes,Yes,Neutral,No,Sometimes,Emotional wellbeing,Yes
118020288520.0,Male,25-34,PLAZ,Good,,Emotional intelligence,,,,Substance and Drug Dependence,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,,,,,,,,Fear of losing my job,Parenting,,No,No,No,No,Sometimes,No,Yes,Strongly disagree,No,Sometimes,alcohol abuse/Parenting,Yes
118020285004.0,Female,35-44,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,,Fear of the unknown,,,,,,,,,No,Maybe,No,Sometimes,No,Sometimes,Maybe,Disagree,No,No,,No
118020284098.0,Female,25-34,PLAZ,Good,,,Financial constraints,,,,,Relationship Difficulties,,,,,,,,,Financial issues,,,,,Yes,No,No,Sometimes,No,No,No,Strongly disagree,No,Sometimes,Coming out of debts over coming financial challeges,Yes
118020282725.0,Female,25-34,PLAZ,Poor,Work/job related stressors,,Financial constraints,Trauma,Work Life Balance,,,,,Anxiety and Depression,,,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Yes,Sometimes,"Mental, Financial and Emotional stress",Yes
118020282460.0,Male,35-44,PLAZ,Excellent,Work/job related stressors,,Financial constraints,,Work Life Balance,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Strongly disagree,No,No,,No
118020278800.0,Female,35-44,PLAZ,Good,,,,,Work Life Balance,,,,,,,,,,,,,,,Parenting,,No,No,No,No,No,Yes,Yes,Strongly disagree,No,Sometimes,Career path,No
118020278186.0,Female,25-34,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,Maybe,No,Yes,Sometimes,Sometimes,Maybe,Neutral,No,Yes,on why i feel fatigued all the time as my body and mind are always tired,Yes
118020277925.0,Female,25-34,PLAZ,Very Poor,Work/job related stressors,,,,Work Life Balance,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,,,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Yes,Yes,finding the good in the bad,No
118020277875.0,Male,25-34,PLAK,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,,,Work life balance,Fear of the unknown,,,,,,,,,No,No,No,No,Sometimes,No,No,Strongly disagree,No,No,Tips on how to be emotionally intelligent,No
118020275181.0,Female,35-44,PASL,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,Bereavement and Loss,,Unresolved Childhood Difficulties,,,Work life balance,,,,,,,,Parenting,,Yes,Yes,No,Sometimes,No,No,Yes,Disagree,No,Yes,,No
118020275095.0,Female,25-34,PASL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,Unresolved Childhood Difficulties,,,Work life balance,,,,,,,,,,No,No,No,No,No,No,No,Strongly disagree,No,No,,Yes
118020274021.0,Male,35-44,PLAK,Excellent,,,Financial constraints,,Work Life Balance,,,,Unresolved Childhood Difficulties,,Too difficult to balance ,,,,,,,Relationship issues,Fear of losing my job,,,No,No,No,No,No,No,No,Strongly agree,No,No,Financial literacy ,No
118020272296.0,Male,25-34,PPMZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,No,No,No,No,No,No,No,Strongly disagree,No,Sometimes,,No
118020263715.0,Female,35-44,PLAK,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,Financial issues,,,,,Yes,Maybe,No,Sometimes,Sometimes,Yes,Yes,Agree,Yes,Yes,"How to manage my finances, How to manage pressure at work",Yes
118020259071.0,Male,25-34,PLAK,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,,,Work life balance,,,,,Financial issues,,,Parenting,,Yes,No,No,Sometimes,No,No,Maybe,Disagree,No,No,,No
118020247126.0,Female,35-44,PLAK,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,,,Fear of losing my job,,,Yes,Maybe,No,Sometimes,No,Sometimes,No,Disagree,No,No,,No
118020247125.0,Female,25-34,PLAK,Good,Work/job related stressors,,Financial constraints,,,,,Relationship Difficulties,,Anxiety and Depression,,,Fear of the unknown,,,,,,,,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,No,Disagree,No,Sometimes,Work/job related stressors,Yes
118020243626.0,Male,35-44,PLAK,Excellent,,Emotional intelligence,Financial constraints,,,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,Nil,,,,,,,,,,Nil,Yes,No,No,Sometimes,Sometimes,Yes,Maybe,Strongly agree,No,No,Financial advice ,No
118020240209.0,Male,35-44,PLAK,Good,Work/job related stressors,,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,,,,,,,,No,No,No,Sometimes,No,No,No,Disagree,No,No,,No
118020235833.0,Female,45-54,PLAK,Fair,,,,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,No,Maybe,No,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Yes,Time management work life balance  priorities me time,No
118020219713.0,Male,25-34,PLAK,Fair,,Emotional intelligence,Financial constraints,,,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,No,No,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Sometimes,,No
118020213377.0,Female,25-34,PLAK,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,,,,,,No,No,Yes,Sometimes,No,Sometimes,Yes,Neutral,No,Yes,Anxiety and depression,No
118020209457.0,Female,35-44,PLAK,Fair,Work/job related stressors,,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,Fear of losing my job,Parenting,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Neutral,No,Sometimes,.,No
118020207851.0,Female,25-34,PLAK,Fair,Work/job related stressors,,Financial constraints,,,,Bereavement and Loss,,,Anxiety and Depression,,,Fear of the unknown,Anxiety,,,Financial issues,,,,,Yes,No,No,Sometimes,Sometimes,Sometimes,Yes,Disagree,No,Sometimes,,No
118020190941.0,Female,45-54,PLAK,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,,Relationship issues,Fear of losing my job,,,Yes,No,No,Sometimes,Sometimes,Sometimes,No,Strongly agree,No,No,Work life Intergration,No
118020182695.0,Female,25-34,PPMZ,Very Poor,Work/job related stressors,,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,,,,,No,Yes,No,Yes,Sometimes,No,Yes,Neutral,No,Yes,Worklife balance,No
118020166636.0,Male,35-44,PLAK,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,,Fear of the unknown,Anxiety,,,Financial issues,Relationship issues,Fear of losing my job,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Neutral,No,Sometimes,Relationship,Yes
118020161459.0,Female,35-44,PPMZ,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,,,,,,,Fear of contracting Covid-19,,,,,Spending time with my special needs child who has had brain damage and the need to execute  my work from the office  because the two are very important to me,Yes,No,No,Sometimes,No,Sometimes,No,Strongly disagree,No,Sometimes,"I would like to be supported by allowing me to  working three days of the week  remotely so that i can spend time with my special needs child who also has brain damage, sickle cell anemia and is paralyzed.",No
118020158132.0,Female,45-54,PLAK,Fair,Work/job related stressors,,,,Work Life Balance,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,Anxiety,,,Financial issues,,,,,Yes,Yes,No,Sometimes,Yes,Sometimes,Yes,Disagree,No,Yes,Managing Anxiety,No
118020150694.0,Female,18-24,PLAK,Poor,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,Yes,Yes,Yes,Yes,Sometimes,Maybe,Strongly agree,Yes,Yes,,Yes
118020148782.0,Male,35-44,PPMZ,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,,,Fear of losing my job,,,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Maybe,Neutral,Yes,Yes,work,Yes
118020145402.0,Male,35-44,PLAK,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,,Anxiety and Depression,,,,,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Yes,Disagree,No,Sometimes,,No
118020144995.0,Female,45-54,PLAK,Fair,Work/job related stressors,,,,Work Life Balance,,,,,,,Work life balance,,,Feeling overwhelmed and isolated,,,,Fear of losing my job,,,Yes,Maybe,No,Yes,No,Yes,Yes,Neutral,No,Yes,m,No
118020144885.0,Female,35-44,PPMZ,Excellent,Work/job related stressors,,Financial constraints,,Work Life Balance,,Bereavement and Loss,,,,,,Fear of the unknown,Anxiety,,,Financial issues,Relationship issues,,,,No,No,No,Sometimes,Sometimes,Sometimes,No,Strongly disagree,No,Sometimes,,No
118020144033.0,Female,35-44,PLAK,Poor,Work/job related stressors,,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,No,No,Yes,Yes,Yes,Yes,Agree,No,Yes,Staffing,No
118020143987.0,Female,25-34,PLAK,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,,,,,No,No,No,Sometimes,No,No,Maybe,Strongly disagree,No,Yes,Financial constraints,Yes
118020143441.0,Female,35-44,PLAK,Good,,,,,,,,Relationship Difficulties,Unresolved Childhood Difficulties,,,,,,,,,Relationship issues,,,,Yes,No,No,No,No,No,No,Disagree,No,No,relationship,No
118020141882.0,Male,25-34,PPMZ,Fair,Work/job related stressors,,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,,,Fear of losing my job,,,No,No,No,Sometimes,No,Yes,Yes,Neutral,No,Yes,At the moment I rely on myself,No
