Client,Year,Total_Respondents,Col_Index,Column_Name
WOW Beverages,2025,15,12,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - MEN’ S CAVE
WOW Beverages,2025,15,13,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - LADIES CLUB
WOW Beverages,2025,15,14,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - BOOK CLUB
WOW Beverages,2025,15,15,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - DIET/NUTRITION PROGRAMS
WOW Beverages,2025,15,16,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - STAIRCASE/STEP CHALLENGE
WOW Beverages,2025,15,17,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - MEDITATION/YOGA/MUSIC
WOW Beverages,2025,15,18,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - QUIZ DAYS
WOW Beverages,2025,15,19,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - Other (please specify)
WOW Beverages,2025,15,20,Which of the above would you like to join as a champion or a committee member?
WOW Beverages,2025,15,21,Wellness Activity Would Like To Join as Champion Or Committee Member - ZUMBA
WOW Beverages,2025,15,22,Wellness Activity Would Like To Join as Champion Or Committee Member - SWIMMING
WOW Beverages,2025,15,23,Wellness Activity Would Like To Join as Champion Or Committee Member - HIKING
WOW Beverages,2025,15,24,Wellness Activity Would Like To Join as Champion Or Committee Member - CYCLING
WOW Beverages,2025,15,25,Wellness Activity Would Like To Join as Champion Or Committee Member - RUNNING
WOW Beverages,2025,15,26,Wellness Activity Would Like To Join as Champion Or Committee Member - FOOTBALL
WOW Beverages,2025,15,27,Wellness Activity Would Like To Join as Champion Or Committee Member - MEN'S CAVE
WOW Beverages,2025,15,28,Wellness Activity Would Like To Join as Champion Or Committee Member - LADIES CLUB
WOW Beverages,2025,15,29,Wellness Activity Would Like To Join as Champion Or Committee Member - BOOK CLUB
WOW Beverages,2025,15,30,Wellness Activity Would Like To Join as Champion Or Committee Member - DIET/NUTRITION PROGRAMS
WOW Beverages,2025,15,31,Wellness Activity Would Like To Join as Champion Or Committee Member - STAIRCASE/STEP CHALLENGE
WOW Beverages,2025,15,32,Wellness Activity Would Like To Join as Champion Or Committee Member - MEDITATION/YOGA/MUSIC
WOW Beverages,2025,15,33,Wellness Activity Would Like To Join as Champion Or Committee Member - QUIZ DAYS
WOW Beverages,2025,15,34,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
WOW Beverages,2025,15,35,Mental Wellness Issues Would Like Addressed - Work/job-related stressors
WOW Beverages,2025,15,36,Mental Wellness Issues Would Like Addressed - Building Healthy families
WOW Beverages,2025,15,37,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing
WOW Beverages,2025,15,38,Mental Wellness Issues Would Like Addressed - Financial Wellbeing
WOW Beverages,2025,15,39,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
WOW Beverages,2025,15,40,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence
WOW Beverages,2025,15,41,Mental Wellness Issues Would Like Addressed - Healthy Relationships
WOW Beverages,2025,15,42,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties
WOW Beverages,2025,15,43,Mental Wellness Issues Would Like Addressed - Anxiety and Depression
WOW Beverages,2025,15,44,Mental Wellness Issues Would Like Addressed - Work-life balance
WOW Beverages,2025,15,45,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management
WOW Beverages,2025,15,46,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers)
WOW Beverages,2025,15,47,Mental Wellness Issues Would Like Addressed - Other (please specify)
WOW Beverages,2025,15,48,Which of the following training programs would you like to attend?
WOW Beverages,2025,15,49,Training Programs Interested Attending - Mental Health Peer counsellor
WOW Beverages,2025,15,50,Training Programs Interested Attending - Baby minder trainings (training for your nannies)
WOW Beverages,2025,15,51,Training Programs Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
WOW Beverages,2025,15,52,Training Programs Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
WOW Beverages,2025,15,53,Training Programs Interested Attending - Other (please specify)
WOW Beverages,2025,15,54,Which of the health and wellbeing clubs below would you be interested to join?
WOW Beverages,2025,15,55,Health & Wellbeing Clubs Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
WOW Beverages,2025,15,56,"Health & Wellbeing Clubs Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
WOW Beverages,2025,15,57,"Health & Wellbeing Clubs Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
WOW Beverages,2025,15,58,Health & Wellbeing Clubs Interested Joining - Other (please specify)
