Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118980595740,Bishops Gate,Operations,Yes,Female,25-34,No,No,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,,,,Increased awareness sessions on mental health issues,,,,,Urgent,,Urgent,Urgent,,Yes,Yes,No,,
118980665996,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,No,was on leave,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,Debt management,,Investment,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,,Urgent,Urgent,,Yes,Yes,No,,
118981288948,Queensway House,Teller/Cashier,Yes,Male,35-44,Yes,No,Was away on leave ,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Parenting challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No Reason ,,,,Investment,Financial planning,,Anxiety/depression,,,,,Parenting and childcare,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Important,Urgent,,No,No,No,,No suggestions 
118981290847,Queensway House,Teller/Cashier,Yes,Female,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118981292119,Bunyala Road Branch,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Important,Important,Important,,No,No,No,,No suggestions 
118981294137,Lunga Lunga Square,Teller/Cashier,Yes,Female,35-44,Yes,No,Was held up with work until late,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Marital issues,Financial challenges,Relationship difficulties,Parenting challenges,Anxiety and depression,Traumatic experiences,Loss and Grief,Alcohol (Substance and chemical dependency),"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,Has no time ,Personal financial management,Debt management,,Investment,Financial planning,,,,,,,Parenting and childcare,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Urgent,,Yes,No,Yes,,No suggestions 
118981296444,Taveta Branch,Teller/Cashier,Yes,Male,35-44,No,No,Was away on leave ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,Important,,,,No,No,,,
118981298187,Imara Mall ,Teller/Cashier,Yes,Female,25-34,Yes,No,She was out on a training ,,"Personal challenges (career growth, education)",Not Selected,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,,,Men Cave/Women Forum,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,Yes,Yes,Yes,,No suggestions 
118981299737,Karen Branch Prestige,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,None ,,,,,,,,,,Develop a Teens program on contemporary topics,,,Important,,,,No,No,No,,No suggestions 
118981301311,Kitui Branch,Customer Service,Yes,Female,25-34,Yes,No,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,Anxiety/depression,,,,,,,,,,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,,No suggestions for now 
118981304237,Ruaraka Branch,Operations,Yes,Female,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Urgent,,No,Yes,Yes,She couldn't remember ,No suggestions 
118981307665,Bishops Gate,Teller/Cashier,Yes,Female,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,Yes,Yes,Yes,,No suggestions for now 
118981310799,Meru Branch,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,Debt management,,,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,No,Yes,Yes,,No suggestions for now
118981317059,Kitengela Plaza Branch,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,,Important,,No,Yes,Yes,,No suggestions
118981335702,Bishops Gate,Operations,Yes,Female,25-34,Yes,No,was busy with work until late,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,Financial planning,,Anxiety/depression,,,Men Cave/Women Forum,,Parenting and childcare,,,,Develop a Teens program on contemporary topics,,Important,Important,Important,Important,,No,No,No,,
118981342498,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,No,,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,,,Important,,No,Yes,Yes,,No sugggestions
118981348280,Isiolo Branch,Operations,Yes,Male,35-44,Yes,No,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,Retirement planning,,,,Anxiety/depression,,,,,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,Important,,No,No,Yes,,none
118981350227,Isiolo Branch,Operations,Yes,Male,35-44,Yes,No,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,No issue that requires counselling,Personal financial management,,Retirement planning,,,,Anxiety/depression,,,,,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,,,Important,,No,No,Yes,,none
118981351775,Queensway House,Universal Banker,Yes,Female,35-44,Yes,No,No reason,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,Financial planning,,,,,Men Cave/Women Forum,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,Important,,Important,,Yes,Yes,Yes,,no suggestions
118981356200,Westend,Bancassurance,Yes,Male,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,,,,,Parenting and childcare,,,,,,,Important,,,,No,Yes,Yes,,Minet should do periodic calls to the employees                                                                                    
118981360464,Kisii Branch,Universal Banker,Yes,Female,25-34,Yes,Yes,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,Financial planning,,,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,,Building healthy relationships/marriages,Parenting and childcare,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,,Minet to do care calls more frequently
118981362395,Digo Road Branch,Bancassurance,Yes,Female,45-54,Yes,No,was held up with work until late,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Urgent,Urgent,Important,,Yes,Yes,Yes,,
118981366730,Isiolo Branch,Universal Banker,Yes,Male,25-34,Yes,Yes,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Anxiety and depression,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,,,,,,,,Important,,No,No,Yes,,
118981369371,Taveta Branch,Universal Banker,Yes,Male,35-44,Yes,No,,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,Personal financial management,,,,,,,Health and well-being including lifestyle diseases,,,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Urgent,Important,Urgent,,Yes,Yes,No,,No suggestions
118981371295,Kitui Branch,Operations,Yes,Male,45-54,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,No issue that requires counselling,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,Important,,Important,,No,No,No,,None at the moment
118981373361,Digo Road Branch,Customer Service,Yes,Male,55-64,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Important,Important,Important,Important,,No,No,Yes,additional questionnaire questions ,Implement all programs suggested by the employees and do act on them more often  Localize coaches for physical sessions  
118981401860,Bishops Gate,Collections,Yes,Female,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,savings planning and platforms,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,,,,,Yes,Yes,No,,
118981410297,Absa Headquarters (KE),SME,Yes,Female,25-34,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,Debt management,Retirement planning,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,,,,,,,Yes,Yes,No,,
118981430977,Absa Headquarters (KE),I.T,Yes,Male,25-34,Yes,No,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,Financial planning,,,,,,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,,Urgent,,No,Yes,No,,
118981434514,Bishops Gate,Contact Centre,Yes,Male,25-34,No,No,,,Not Selected,Not Selected,Not Selected,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,,,,,,Important,Urgent,Urgent,,Yes,Yes,No,,
118981440978,Contact Centre,Contact Centre,Yes,Female,25-34,No,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,Financial planning,,Anxiety/depression,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,,,Yes,Yes,No,,
118981446879,Bishops Gate,Sales,Yes,Male,25-34,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,Financial planning,,,,,,,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,,Urgent,,Yes,No,No,,
118981449383,Machakos Branch,Customer Service,Yes,Male,35-44,Yes,No,He was held up at work and came back late,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,Financial planning,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Urgent,Important,Important,,No,No,Yes,,
118981454391,Queensway House,Relationship Manager,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,Debt management,,,,,,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,,Urgent,,No,No,Yes,,None at the moment
118981458162,Bishops Gate,I.T,Yes,Male,45-54,Yes,No,He was on leave,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,,,,Men Cave/Women Forum,,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Important,Important,Urgent,,Yes,Yes,Yes,,no suggestions
118981489394,Bishops Gate,Risk,Yes,Male,25-34,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Not in need,Personal financial management,,Retirement planning,,Financial planning,estate planning,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Important,Important,Important,Important,,Yes,No,No,,career growth
118981493305,kawanware ,Universal Banker,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,,,,,,Parenting and childcare,,,,,,,,,,,,,,,
118981501386,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,No,busy at work,,Not Selected,Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Not in need,Personal financial management,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Urgent,Important,Urgent,,Yes,Yes,No,,MORE OF Email surveys
118981506475,Bishops Gate,Customer Service,Yes,Female,25-34,No,No,busy,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,No,Not aware,Personal financial management,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Important,Urgent,,Yes,Yes,Yes,no,none
118981499911,Sarit Centre Prestige,Customer Service,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,Investment,,,,,,,,,,,,,none of the above,Urgent,,,,,No,No,No,,None 
118981509792,Bishops Gate,Customer Service,Yes,Male,25-34,Yes,Yes,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Not in need,Personal financial management,,Retirement planning,Investment,Financial planning,,,,,,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Important,Important,,Yes,Yes,No,,NO
118981514318,Bishops Gate,Customer Service,Yes,Male,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,economic challenges,No,not in need,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Urgent,,Yes,Yes,Yes,learned alot of from the investment training,no
118981527582,Bishops Gate,Operations,Yes,Female,25-34,Yes,No,not aware,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,Investment,Financial planning,,,,,,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Important,Urgent,,No,No,No,,NONE
118981532281,Absa Plaza,Relationship Manager,Yes,Female,35-44,Yes,No,NOT INVOLED,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Not aware,,,,,Financial planning,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,Yes,Yes,Yes,not major ,no
118981571258,Busia,Teller/Cashier,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,Personal financial management,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,Yes,No,No,NO,
118981603033,Gikomba Branch,Teller/Cashier,Yes,Male,35-44,No,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,on contract basis,,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Not Important.,Important,Important,Important,,No,No,No,,NO
118981608662,Bishops Gate,Collections,Yes,Male,35-44,No,No,not around,,Not Selected,Not Selected,Not Selected,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,No,not aware,,,,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Not Important.,Important,,Yes,No,No,na,empowerment programs for new employees
118981621829,KAWANGWARE BRANCH,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,HAS NO MUCH INFORMATION ABOUT IT,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Important,,Yes,Yes,No,,NONE
118981630694,Yaya Centre Prestige,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Not Important.,Not Important.,Important,,No,No,No,,NO
118981642937,Sarit Centre Prestige,Teller/Cashier,Yes,Female,35-44,Yes,No,WAS NOT AROUND,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,,,,,,,,,,Yes,Yes,No,,NO
118981653659,Digo Road Branch,Customer Service,Yes,Male,25-34,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Not Important.,Important,,Yes,Yes,Yes,GOOD SUPPORT ,NO
118981665866,Diani Branch,Customer Service,Yes,Female,25-34,Yes,No,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,Financial planning,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,,,Yes,Yes,Yes,NO,NONE
118981678258,Bishops Gate,Collections,Yes,Female,25-34,Yes,No,forgot about it,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,have not had time to,,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,,,,,,Yes,No,No,,
118981697477,Bishops Gate,Customer Service,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,NOT AWARE,,,,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Important,,Yes,Yes,No,,NO
